"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"19861","AC.OLIV",7,0.804023353593033,0.00623031397586393,2.75646250737815,0.959374504967424,7.91983267768769,-5.20989307587866,-13.1405047983099,2.72071864655256,1,0.058888672716028,NA,NA
"19862","CE.FLAV",34,0.153446842820167,0.0219573975194165,1.99627521387172,1.44236757376369,2.76289816965302,-2.86734808676219,-4.04888368807479,-1.68581248544959,1,6.24737935539521e-05,NA,NA
"19863","CH.SORD",71,0.778132344706293,0,1.21488988854134,1.06628323951851,1.38420767257532,-1.51951958156796,-1.88808906303415,-1.15095010010178,1,0.00390269196668391,NA,NA
"19864","SC.FREN",50,0.487447505041817,1.73820233762001e-08,1.15206065838343,0.908663074448527,1.46065554760259,-1.45205884942793,-2.11940510248862,-0.784712596367238,1,0.239126487995213,NA,NA
"19865","SC.RUBR",10,0.986631139837715,8.78155259620428e-09,1.12889814571135,0.948742201067163,1.34326376749873,-1.35749850354902,-1.8440146482456,-0.870982358852446,1,0.147392585110437,NA,NA
"19866","CH.ORNA",73,0.0956504636480287,0.00775748451213443,1.73418755867064,1.2789617296912,2.35144368969833,-2.57461313439435,-3.7065539567507,-1.44267231203801,1,0.000379478009201351,NA,NA
"19867","CA.MELA",12,0.981476395925628,5.40887779010291e-10,1.07012826909242,0.992041044293992,1.15436202856477,-1.01445613073857,-1.2227223381266,-0.806189923350546,1,0.0742767971846376,NA,NA
"19868","AP.FURC",36,0.641925814229474,4.36823732741232e-09,0.685148564313351,0.577880438989376,0.812328162554878,0.120652343847512,-0.158261923791113,0.399566611486137,1,5.65014022653187e-05,NA,NA
"19869","LU.BOHA",45,0.88048193772624,0,0.851723631152441,0.77548864986064,0.93545294827186,-0.302003745197171,-0.490236982860425,-0.113770507533917,1,0.00122650658327061,NA,NA
"19870","CE.ARGU",23,0.388694649563903,0.00148084549755056,0.97823447850639,0.698059112606716,1.37086197666731,-0.513034153463216,-1.31853148095457,0.292463174028133,1,0.89539018989491,NA,NA
"19871","CE.UROD",39,0.309042133228687,0.00023854594245587,0.873688006826323,0.744295319212464,1.02557508232059,-0.295782556112021,-0.597763650984018,0.00619853875997656,1,0.0966082946120069,NA,NA
"19872","VA.LOUT",12,0.913149111924623,1.26273967082646e-06,0.930729985985392,0.800463867719484,1.08219538913147,-0.443701775487798,-0.796734949801446,-0.0906686011741504,1,0.31506145028172,NA,NA
"19873","PA.ARCA",24,0.263888572030456,0.0102396816605972,0.900641380097381,0.633973052791548,1.27947850775674,-0.532481297522301,-1.13248665644642,0.0675240614018144,1,0.550247574500995,NA,NA
"19874","MO.GRAN",66,0.379438583823407,3.68564270214478e-08,1.58436734822425,1.28486923151943,1.95367733349072,-2.1702549529252,-2.94073619414805,-1.39977371170236,1,2.82058452443223e-05,NA,NA
"19875","PA.INSU",29,0.622685011987017,3.64700508903582e-07,0.927494903376187,0.719866235268369,1.19500923038584,-0.658733043502548,-1.20488479171809,-0.112581295287011,1,0.55121145732767,NA,NA
"19876","CA.TERE",23,0.645028589830661,3.96300529237337e-06,0.988473627224719,0.757243671443829,1.29031136022016,-0.945445513360653,-1.56423833022928,-0.326652696492024,1,0.929599001602248,NA,NA
"19877","PT.TILE",34,0.715587311420033,2.99833491368418e-10,1.39192069055113,1.14231471378779,1.69606780460701,-1.90375978921783,-2.45544411977913,-1.35207545865653,1,0.00160114827307978,NA,NA
